variable,type,sex,value,iso3,survey_year,region
registration,statistic,male,0.704373857276207,AFG,2016,kabul
registration,numerator,male,1311.43058,AFG,2016,kabul
registration,denominator,male,1861.838804,AFG,2016,kabul
registration,statistic,female,0.721878881175922,AFG,2016,kabul
registration,numerator,female,1355.671984,AFG,2016,kabul
registration,denominator,female,1877.977067,AFG,2016,kabul
registration,statistic,male,0.744635956897179,AFG,2016,kapisa
registration,numerator,male,77.772568,AFG,2016,kapisa
registration,denominator,male,104.443745,AFG,2016,kapisa
registration,statistic,female,0.73449991609026,AFG,2016,kapisa
registration,numerator,female,67.40596,AFG,2016,kapisa
registration,denominator,female,91.771229,AFG,2016,kapisa
registration,statistic,male,0.673346224732419,AFG,2016,parwan
registration,numerator,male,205.062948,AFG,2016,parwan
registration,denominator,male,304.543102,AFG,2016,parwan
registration,statistic,female,0.685472473071644,AFG,2016,parwan
registration,numerator,female,199.128292,AFG,2016,parwan
registration,denominator,female,290.497868,AFG,2016,parwan
registration,statistic,male,0.513192003822485,AFG,2016,wardak
registration,numerator,male,96.630035,AFG,2016,wardak
registration,denominator,male,188.292168,AFG,2016,wardak
registration,statistic,female,0.470296794965411,AFG,2016,wardak
registration,numerator,female,76.182607,AFG,2016,wardak
registration,denominator,female,161.988361,AFG,2016,wardak
registration,statistic,male,0.267196896397232,AFG,2016,logar
registration,numerator,male,65.954425,AFG,2016,logar
registration,denominator,male,246.83829,AFG,2016,logar
registration,statistic,female,0.282013854758718,AFG,2016,logar
registration,numerator,female,49.298468,AFG,2016,logar
registration,denominator,female,174.808674,AFG,2016,logar
registration,statistic,male,0.295137176175213,AFG,2016,takhar
registration,numerator,male,179.5852,AFG,2016,takhar
registration,denominator,male,608.480444,AFG,2016,takhar
registration,statistic,female,0.279901403394963,AFG,2016,takhar
registration,numerator,female,157.07597,AFG,2016,takhar
registration,denominator,female,561.183217,AFG,2016,takhar
registration,statistic,male,0.454473292054752,AFG,2016,nangarhar
registration,numerator,male,238.771165,AFG,2016,nangarhar
registration,denominator,male,525.379971,AFG,2016,nangarhar
registration,statistic,female,0.457492328683789,AFG,2016,nangarhar
registration,numerator,female,214.409902,AFG,2016,nangarhar
registration,denominator,female,468.663382,AFG,2016,nangarhar
registration,statistic,male,0.0551797085405301,AFG,2016,laghman
registration,numerator,male,20.968937,AFG,2016,laghman
registration,denominator,male,380.011739,AFG,2016,laghman
registration,statistic,female,0.047668203219448,AFG,2016,laghman
registration,numerator,female,18.746295,AFG,2016,laghman
registration,denominator,female,393.266239,AFG,2016,laghman
registration,statistic,male,0.424705114357121,AFG,2016,balkh
registration,numerator,male,416.796209,AFG,2016,balkh
registration,denominator,male,981.37789,AFG,2016,balkh
registration,statistic,female,0.389990239897151,AFG,2016,balkh
registration,numerator,female,376.877242,AFG,2016,balkh
registration,denominator,female,966.376087,AFG,2016,balkh
registration,statistic,male,0.531110477891088,AFG,2016,sar-e-pul
registration,numerator,male,169.232758,AFG,2016,sar-e-pul
registration,denominator,male,318.639464,AFG,2016,sar-e-pul
registration,statistic,female,0.527797106672323,AFG,2016,sar-e-pul
registration,numerator,female,153.850263,AFG,2016,sar-e-pul
registration,denominator,female,291.495086,AFG,2016,sar-e-pul
registration,statistic,male,0.655746678919862,AFG,2016,panjsher
registration,numerator,male,10.908066,AFG,2016,panjsher
registration,denominator,male,16.634573,AFG,2016,panjsher
registration,statistic,female,0.647260859318601,AFG,2016,panjsher
registration,numerator,female,12.954985,AFG,2016,panjsher
registration,denominator,female,20.015091,AFG,2016,panjsher
registration,statistic,male,0.169555999338827,AFG,2016,baghlan
registration,numerator,male,62.891167,AFG,2016,baghlan
registration,denominator,male,370.91679,AFG,2016,baghlan
registration,statistic,female,0.162150740123848,AFG,2016,baghlan
registration,numerator,female,60.561821,AFG,2016,baghlan
registration,denominator,female,373.49087,AFG,2016,baghlan
registration,statistic,male,0.358662064527027,AFG,2016,ghor
registration,numerator,male,166.019284,AFG,2016,ghor
registration,denominator,male,462.884984,AFG,2016,ghor
registration,statistic,female,0.307488236766043,AFG,2016,ghor
registration,numerator,female,123.559428,AFG,2016,ghor
registration,denominator,female,401.83465,AFG,2016,ghor
registration,statistic,male,0.643180652655955,AFG,2016,bamyan
registration,numerator,male,111.451069,AFG,2016,bamyan
registration,denominator,male,173.281128,AFG,2016,bamyan
registration,statistic,female,0.607211165995027,AFG,2016,bamyan
registration,numerator,female,102.729647,AFG,2016,bamyan
registration,denominator,female,169.182737,AFG,2016,bamyan
registration,statistic,male,0.22840428831364,AFG,2016,ghazni
registration,numerator,male,93.93903,AFG,2016,ghazni
registration,denominator,male,411.284003,AFG,2016,ghazni
registration,statistic,female,0.309416015329921,AFG,2016,ghazni
registration,numerator,female,102.904751,AFG,2016,ghazni
registration,denominator,female,332.577326,AFG,2016,ghazni
registration,statistic,male,0.258891704304966,AFG,2016,paktika
registration,numerator,male,133.458031,AFG,2016,paktika
registration,denominator,male,515.497518,AFG,2016,paktika
registration,statistic,female,0.253330958185736,AFG,2016,paktika
registration,numerator,female,83.822627,AFG,2016,paktika
registration,denominator,female,330.881893,AFG,2016,paktika
registration,statistic,male,0.281190011535388,AFG,2016,daykundi
registration,numerator,male,45.877648,AFG,2016,daykundi
registration,denominator,male,163.155326,AFG,2016,daykundi
registration,statistic,female,0.250897352319578,AFG,2016,daykundi
registration,numerator,female,42.316084,AFG,2016,daykundi
registration,denominator,female,168.65895,AFG,2016,daykundi
registration,statistic,male,0.0581330532118662,AFG,2016,urozgan
registration,numerator,male,9.073125,AFG,2016,urozgan
registration,denominator,male,156.07515,AFG,2016,urozgan
registration,statistic,female,0.0471690107518874,AFG,2016,urozgan
registration,numerator,female,10.470972,AFG,2016,urozgan
registration,denominator,female,221.988374,AFG,2016,urozgan
registration,statistic,male,0.717892508031567,AFG,2016,paktya
registration,numerator,male,207.192259,AFG,2016,paktya
registration,denominator,male,288.611814,AFG,2016,paktya
registration,statistic,female,0.732625940867594,AFG,2016,paktya
registration,numerator,female,225.178789,AFG,2016,paktya
registration,denominator,female,307.358471,AFG,2016,paktya
registration,statistic,male,0.389882879734338,AFG,2016,jawzjan
registration,numerator,male,122.595717,AFG,2016,jawzjan
registration,denominator,male,314.442422,AFG,2016,jawzjan
registration,statistic,female,0.353225314429182,AFG,2016,jawzjan
registration,numerator,female,101.589333,AFG,2016,jawzjan
registration,denominator,female,287.604905,AFG,2016,jawzjan
registration,statistic,male,0.362541619887967,AFG,2016,khost
registration,numerator,male,195.012333,AFG,2016,khost
registration,denominator,male,537.903298,AFG,2016,khost
registration,statistic,female,0.381160277331525,AFG,2016,khost
registration,numerator,female,174.008516,AFG,2016,khost
registration,denominator,female,456.523217,AFG,2016,khost
registration,statistic,male,0.414173461575173,AFG,2016,kunarha
registration,numerator,male,164.832946,AFG,2016,kunarha
registration,denominator,male,397.980463,AFG,2016,kunarha
registration,statistic,female,0.299117539337102,AFG,2016,kunarha
registration,numerator,female,115.611286,AFG,2016,kunarha
registration,denominator,female,386.50788,AFG,2016,kunarha
registration,statistic,male,0.512445016785985,AFG,2016,faryab
registration,numerator,male,634.526167,AFG,2016,faryab
registration,denominator,male,1238.232681,AFG,2016,faryab
registration,statistic,female,0.532846402869241,AFG,2016,faryab
registration,numerator,female,618.28829,AFG,2016,faryab
registration,denominator,female,1160.349937,AFG,2016,faryab
registration,statistic,male,0.806236544332748,AFG,2016,badghis
registration,numerator,male,315.99475,AFG,2016,badghis
registration,denominator,male,391.938014,AFG,2016,badghis
registration,statistic,female,0.777424440882705,AFG,2016,badghis
registration,numerator,female,280.964717,AFG,2016,badghis
registration,denominator,female,361.404533,AFG,2016,badghis
registration,statistic,male,0.488237267887289,AFG,2016,herat
registration,numerator,male,506.615106,AFG,2016,herat
registration,denominator,male,1037.641203,AFG,2016,herat
registration,statistic,female,0.447572181367931,AFG,2016,herat
registration,numerator,female,457.689952,AFG,2016,herat
registration,denominator,female,1022.605897,AFG,2016,herat
registration,statistic,male,0.000809119155206253,AFG,2016,nooristan
registration,numerator,male,0.13502,AFG,2016,nooristan
registration,denominator,male,166.872826,AFG,2016,nooristan
registration,statistic,female,0.00174920118840426,AFG,2016,nooristan
registration,numerator,female,0.247751,AFG,2016,nooristan
registration,denominator,female,141.636652,AFG,2016,nooristan
registration,statistic,male,0.298683806186374,AFG,2016,badakhshan
registration,numerator,male,131.097913,AFG,2016,badakhshan
registration,denominator,male,438.918717,AFG,2016,badakhshan
registration,statistic,female,0.355109349764718,AFG,2016,badakhshan
registration,numerator,female,158.451789,AFG,2016,badakhshan
registration,denominator,female,446.205624,AFG,2016,badakhshan
registration,statistic,male,0.273956166911413,AFG,2016,kunduz
registration,numerator,male,155.531026,AFG,2016,kunduz
registration,denominator,male,567.722303,AFG,2016,kunduz
registration,statistic,female,0.267878581928332,AFG,2016,kunduz
registration,numerator,female,154.057385,AFG,2016,kunduz
registration,denominator,female,575.10154,AFG,2016,kunduz
registration,statistic,male,0.208266476669473,AFG,2016,samangan
registration,numerator,male,33.661329,AFG,2016,samangan
registration,denominator,male,161.626247,AFG,2016,samangan
registration,statistic,female,0.178719967430587,AFG,2016,samangan
registration,numerator,female,31.689701,AFG,2016,samangan
registration,denominator,female,177.314832,AFG,2016,samangan
registration,statistic,male,0.228996217597715,AFG,2016,zabul
registration,numerator,male,2.866023,AFG,2016,zabul
registration,denominator,male,12.515591,AFG,2016,zabul
registration,statistic,female,0.351357133256645,AFG,2016,zabul
registration,numerator,female,4.891035,AFG,2016,zabul
registration,denominator,female,13.920409,AFG,2016,zabul
registration,statistic,male,0.494766161147112,AFG,2016,kandahar
registration,numerator,male,620.901021,AFG,2016,kandahar
registration,denominator,male,1254.938332,AFG,2016,kandahar
registration,statistic,female,0.434163028756056,AFG,2016,kandahar
registration,numerator,female,587.801429,AFG,2016,kandahar
registration,denominator,female,1353.872601,AFG,2016,kandahar
registration,statistic,male,0.416382193825253,AFG,2016,farah
registration,numerator,male,196.659594,AFG,2016,farah
registration,denominator,male,472.305485,AFG,2016,farah
registration,statistic,female,0.403549156742378,AFG,2016,farah
registration,numerator,female,142.825942,AFG,2016,farah
registration,denominator,female,353.924521,AFG,2016,farah
registration,statistic,male,0.169692985726937,AFG,2016,helmand
registration,numerator,male,79.523921,AFG,2016,helmand
registration,denominator,male,468.634108,AFG,2016,helmand
registration,statistic,female,0.183224877575881,AFG,2016,helmand
registration,numerator,female,84.688592,AFG,2016,helmand
registration,denominator,female,462.211208,AFG,2016,helmand
registration,statistic,male,0.780466718820753,AFG,2016,nimroz
registration,numerator,male,105.265213,AFG,2016,nimroz
registration,denominator,male,134.874698,AFG,2016,nimroz
registration,statistic,female,0.771169337156372,AFG,2016,nimroz
registration,numerator,female,109.47066,AFG,2016,nimroz
registration,denominator,female,141.954114,AFG,2016,nimroz
mortality,statistic,male,0.0477962711015141,AFG,2016,kabul
mortality,numerator,male,212.315128,AFG,2016,kabul
mortality,denominator,male,4442.0856085,AFG,2016,kabul
mortality,statistic,female,0.0332607424201451,AFG,2016,kabul
mortality,numerator,female,143.996378,AFG,2016,kabul
mortality,denominator,female,4329.3194175,AFG,2016,kabul
mortality,statistic,male,0.055616810229682,AFG,2016,kapisa
mortality,numerator,male,15.701256,AFG,2016,kapisa
mortality,denominator,male,282.311336,AFG,2016,kapisa
mortality,statistic,female,0.0484530280554733,AFG,2016,kapisa
mortality,numerator,female,12.4593975,AFG,2016,kapisa
mortality,denominator,female,257.143836,AFG,2016,kapisa
mortality,statistic,male,0.0693412457721544,AFG,2016,parwan
mortality,numerator,male,60.478408,AFG,2016,parwan
mortality,denominator,male,872.1851955,AFG,2016,parwan
mortality,statistic,female,0.0742567830507251,AFG,2016,parwan
mortality,numerator,female,61.3924885,AFG,2016,parwan
mortality,denominator,female,826.759334,AFG,2016,parwan
mortality,statistic,male,0.0737099317393943,AFG,2016,wardak
mortality,numerator,male,33.74743,AFG,2016,wardak
mortality,denominator,male,457.8410155,AFG,2016,wardak
mortality,statistic,female,0.0748253003979983,AFG,2016,wardak
mortality,numerator,female,29.9600575,AFG,2016,wardak
mortality,denominator,female,400.4000965,AFG,2016,wardak
mortality,statistic,male,0.0275831247100425,AFG,2016,logar
mortality,numerator,male,21.649983,AFG,2016,logar
mortality,denominator,male,784.89958,AFG,2016,logar
mortality,statistic,female,0.0378921519568316,AFG,2016,logar
mortality,numerator,female,22.3680785,AFG,2016,logar
mortality,denominator,female,590.3090045,AFG,2016,logar
mortality,statistic,male,0.0994532697623335,AFG,2016,takhar
mortality,numerator,male,147.912622,AFG,2016,takhar
mortality,denominator,male,1487.2575065,AFG,2016,takhar
mortality,statistic,female,0.0748583281728197,AFG,2016,takhar
mortality,numerator,female,104.1310855,AFG,2016,takhar
mortality,denominator,female,1391.042093,AFG,2016,takhar
mortality,statistic,male,0.065021907190469,AFG,2016,nangarhar
mortality,numerator,male,81.3236395,AFG,2016,nangarhar
mortality,denominator,male,1250.7113835,AFG,2016,nangarhar
mortality,statistic,female,0.0552357621334124,AFG,2016,nangarhar
mortality,numerator,female,59.321717,AFG,2016,nangarhar
mortality,denominator,female,1073.972997,AFG,2016,nangarhar
mortality,statistic,male,0.0537497943789551,AFG,2016,laghman
mortality,numerator,male,51.497868,AFG,2016,laghman
mortality,denominator,male,958.103535,AFG,2016,laghman
mortality,statistic,female,0.0488800111623809,AFG,2016,laghman
mortality,numerator,female,43.5681985,AFG,2016,laghman
mortality,denominator,female,891.329553,AFG,2016,laghman
mortality,statistic,male,0.0647206164953553,AFG,2016,balkh
mortality,numerator,male,142.845509,AFG,2016,balkh
mortality,denominator,male,2207.109832,AFG,2016,balkh
mortality,statistic,female,0.0670776339529953,AFG,2016,balkh
mortality,numerator,female,150.5564065,AFG,2016,balkh
mortality,denominator,female,2244.509796,AFG,2016,balkh
mortality,statistic,male,0.0717620731414138,AFG,2016,sar-e-pul
mortality,numerator,male,59.3547145,AFG,2016,sar-e-pul
mortality,denominator,male,827.1042335,AFG,2016,sar-e-pul
mortality,statistic,female,0.0737637196428407,AFG,2016,sar-e-pul
mortality,numerator,female,52.6593185,AFG,2016,sar-e-pul
mortality,denominator,female,713.891853,AFG,2016,sar-e-pul
mortality,statistic,male,0.0444247429697229,AFG,2016,panjsher
mortality,numerator,male,2.834803,AFG,2016,panjsher
mortality,denominator,male,63.811354,AFG,2016,panjsher
mortality,statistic,female,0.0306844949048105,AFG,2016,panjsher
mortality,numerator,female,2.0871305,AFG,2016,panjsher
mortality,denominator,female,68.01906,AFG,2016,panjsher
mortality,statistic,male,0.0738532211786585,AFG,2016,baghlan
mortality,numerator,male,82.3864335,AFG,2016,baghlan
mortality,denominator,male,1115.542859,AFG,2016,baghlan
mortality,statistic,female,0.0631793568756578,AFG,2016,baghlan
mortality,numerator,female,66.155646,AFG,2016,baghlan
mortality,denominator,female,1047.1085695,AFG,2016,baghlan
mortality,statistic,male,0.118110185179739,AFG,2016,ghor
mortality,numerator,male,133.886216,AFG,2016,ghor
mortality,denominator,male,1133.570452,AFG,2016,ghor
mortality,statistic,female,0.127723289337727,AFG,2016,ghor
mortality,numerator,female,133.2097555,AFG,2016,ghor
mortality,denominator,female,1042.955879,AFG,2016,ghor
mortality,statistic,male,0.0953056460921457,AFG,2016,bamyan
mortality,numerator,male,40.6292665,AFG,2016,bamyan
mortality,denominator,male,426.304927,AFG,2016,bamyan
mortality,statistic,female,0.0635294266465012,AFG,2016,bamyan
mortality,numerator,female,25.6939705,AFG,2016,bamyan
mortality,denominator,female,404.4420335,AFG,2016,bamyan
mortality,statistic,male,0.0686630006620626,AFG,2016,ghazni
mortality,numerator,male,94.8509425,AFG,2016,ghazni
mortality,denominator,male,1381.398156,AFG,2016,ghazni
mortality,statistic,female,0.0543051542701699,AFG,2016,ghazni
mortality,numerator,female,66.121371,AFG,2016,ghazni
mortality,denominator,female,1217.5892305,AFG,2016,ghazni
mortality,statistic,male,0.0185653145314491,AFG,2016,paktika
mortality,numerator,male,20.683906,AFG,2016,paktika
mortality,denominator,male,1114.115571,AFG,2016,paktika
mortality,statistic,female,0.017145407920096,AFG,2016,paktika
mortality,numerator,female,13.448793,AFG,2016,paktika
mortality,denominator,female,784.3962105,AFG,2016,paktika
mortality,statistic,male,0.0509865387800129,AFG,2016,daykundi
mortality,numerator,male,21.0720425,AFG,2016,daykundi
mortality,denominator,male,413.286389,AFG,2016,daykundi
mortality,statistic,female,0.0385074303513572,AFG,2016,daykundi
mortality,numerator,female,15.9521355,AFG,2016,daykundi
mortality,denominator,female,414.261231,AFG,2016,daykundi
mortality,statistic,male,0.141967455519261,AFG,2016,urozgan
mortality,numerator,male,57.946212,AFG,2016,urozgan
mortality,denominator,male,408.1654615,AFG,2016,urozgan
mortality,statistic,female,0.0766992911688478,AFG,2016,urozgan
mortality,numerator,female,34.6967615,AFG,2016,urozgan
mortality,denominator,female,452.3739525,AFG,2016,urozgan
mortality,statistic,male,0.0474127941883502,AFG,2016,paktya
mortality,numerator,male,35.347392,AFG,2016,paktya
mortality,denominator,male,745.524338,AFG,2016,paktya
mortality,statistic,female,0.0364290583303467,AFG,2016,paktya
mortality,numerator,female,24.512088,AFG,2016,paktya
mortality,denominator,female,672.8718535,AFG,2016,paktya
mortality,statistic,male,0.0468622277204395,AFG,2016,jawzjan
mortality,numerator,male,44.7530705,AFG,2016,jawzjan
mortality,denominator,male,954.9923825,AFG,2016,jawzjan
mortality,statistic,female,0.0818861425656344,AFG,2016,jawzjan
mortality,numerator,female,68.3890795,AFG,2016,jawzjan
mortality,denominator,female,835.1728065,AFG,2016,jawzjan
mortality,statistic,male,0.0475534092950388,AFG,2016,khost
mortality,numerator,male,63.7630555,AFG,2016,khost
mortality,denominator,male,1340.8724305,AFG,2016,khost
mortality,statistic,female,0.0356330136669347,AFG,2016,khost
mortality,numerator,female,38.423906,AFG,2016,khost
mortality,denominator,female,1078.323219,AFG,2016,khost
mortality,statistic,male,0.0344002859374889,AFG,2016,kunarha
mortality,numerator,male,31.261778,AFG,2016,kunarha
mortality,denominator,male,908.7650625,AFG,2016,kunarha
mortality,statistic,female,0.0355593153460845,AFG,2016,kunarha
mortality,numerator,female,30.3927815,AFG,2016,kunarha
mortality,denominator,female,854.7065995,AFG,2016,kunarha
mortality,statistic,male,0.0777186683904345,AFG,2016,faryab
mortality,numerator,male,206.2353275,AFG,2016,faryab
mortality,denominator,male,2653.6137555,AFG,2016,faryab
mortality,statistic,female,0.081858820859867,AFG,2016,faryab
mortality,numerator,female,213.044546,AFG,2016,faryab
mortality,denominator,female,2602.585082,AFG,2016,faryab
mortality,statistic,male,0.0776500933101287,AFG,2016,badghis
mortality,numerator,male,71.220291,AFG,2016,badghis
mortality,denominator,male,917.195176,AFG,2016,badghis
mortality,statistic,female,0.0824836159471941,AFG,2016,badghis
mortality,numerator,female,70.0202035,AFG,2016,badghis
mortality,denominator,female,848.898326,AFG,2016,badghis
mortality,statistic,male,0.0588765854202982,AFG,2016,herat
mortality,numerator,male,168.288229,AFG,2016,herat
mortality,denominator,male,2858.3218235,AFG,2016,herat
mortality,statistic,female,0.0588041569029202,AFG,2016,herat
mortality,numerator,female,149.821994,AFG,2016,herat
mortality,denominator,female,2547.812976,AFG,2016,herat
mortality,statistic,male,0.155442771003809,AFG,2016,nooristan
mortality,numerator,male,58.5862,AFG,2016,nooristan
mortality,denominator,male,376.8988395,AFG,2016,nooristan
mortality,statistic,female,0.157883786681955,AFG,2016,nooristan
mortality,numerator,female,50.3547435,AFG,2016,nooristan
mortality,denominator,female,318.935494,AFG,2016,nooristan
mortality,statistic,male,0.111445691930629,AFG,2016,badakhshan
mortality,numerator,male,139.052089,AFG,2016,badakhshan
mortality,denominator,male,1247.7116575,AFG,2016,badakhshan
mortality,statistic,female,0.0864178486883034,AFG,2016,badakhshan
mortality,numerator,female,104.727468,AFG,2016,badakhshan
mortality,denominator,female,1211.873121,AFG,2016,badakhshan
mortality,statistic,male,0.04556563680265,AFG,2016,kunduz
mortality,numerator,male,77.133826,AFG,2016,kunduz
mortality,denominator,male,1692.8069355,AFG,2016,kunduz
mortality,statistic,female,0.0324775841778927,AFG,2016,kunduz
mortality,numerator,female,49.152713,AFG,2016,kunduz
mortality,denominator,female,1513.435012,AFG,2016,kunduz
mortality,statistic,male,0.0797147617692273,AFG,2016,samangan
mortality,numerator,male,35.287365,AFG,2016,samangan
mortality,denominator,male,442.670394,AFG,2016,samangan
mortality,statistic,female,0.076277851824836,AFG,2016,samangan
mortality,numerator,female,33.648545,AFG,2016,samangan
mortality,denominator,female,441.1312615,AFG,2016,samangan
mortality,statistic,male,0.0314356093982,AFG,2016,zabul
mortality,numerator,male,1.051374,AFG,2016,zabul
mortality,denominator,male,33.4453195,AFG,2016,zabul
mortality,statistic,female,0.0109160273636948,AFG,2016,zabul
mortality,numerator,female,0.355978,AFG,2016,zabul
mortality,denominator,female,32.6105815,AFG,2016,zabul
mortality,statistic,male,0.0988434369602484,AFG,2016,kandahar
mortality,numerator,male,351.5524215,AFG,2016,kandahar
mortality,denominator,male,3556.659221,AFG,2016,kandahar
mortality,statistic,female,0.0624884204476772,AFG,2016,kandahar
mortality,numerator,female,217.1882035,AFG,2016,kandahar
mortality,denominator,female,3475.6552005,AFG,2016,kandahar
mortality,statistic,male,0.0330631012038451,AFG,2016,farah
mortality,numerator,male,34.9251005,AFG,2016,farah
mortality,denominator,male,1056.316535,AFG,2016,farah
mortality,statistic,female,0.0368404656928505,AFG,2016,farah
mortality,numerator,female,29.1238945,AFG,2016,farah
mortality,denominator,female,790.540889,AFG,2016,farah
mortality,statistic,male,0.00369565133743721,AFG,2016,helmand
mortality,numerator,male,4.868577,AFG,2016,helmand
mortality,denominator,male,1317.379957,AFG,2016,helmand
mortality,statistic,female,0.00241226910912051,AFG,2016,helmand
mortality,numerator,female,2.873075,AFG,2016,helmand
mortality,denominator,female,1191.0259055,AFG,2016,helmand
mortality,statistic,male,0.0205796254366692,AFG,2016,nimroz
mortality,numerator,male,7.536395,AFG,2016,nimroz
mortality,denominator,male,366.2066165,AFG,2016,nimroz
mortality,statistic,female,0.0385991538809067,AFG,2016,nimroz
mortality,numerator,female,12.998607,AFG,2016,nimroz
mortality,denominator,female,336.7588585,AFG,2016,nimroz
mortality,statistic,male,0.0205796254366692,AFG,2016,kabul
mortality,numerator,male,7.536395,AFG,2016,kabul
mortality,denominator,male,366.2066165,AFG,2016,kabul
mortality,statistic,female,0.0385991538809067,AFG,2016,kabul
mortality,numerator,female,12.998607,AFG,2016,kabul
mortality,denominator,female,336.7588585,AFG,2016,kabul
mortality,statistic,male,0.0205796254366692,AFG,2016,kapisa
mortality,numerator,male,7.536395,AFG,2016,kapisa
mortality,denominator,male,366.2066165,AFG,2016,kapisa
mortality,statistic,female,0.0385991538809067,AFG,2016,kapisa
mortality,numerator,female,12.998607,AFG,2016,kapisa
mortality,denominator,female,336.7588585,AFG,2016,kapisa
mortality,statistic,male,0.0205796254366692,AFG,2016,parwan
mortality,numerator,male,7.536395,AFG,2016,parwan
mortality,denominator,male,366.2066165,AFG,2016,parwan
mortality,statistic,female,0.0385991538809067,AFG,2016,parwan
mortality,numerator,female,12.998607,AFG,2016,parwan
mortality,denominator,female,336.7588585,AFG,2016,parwan
mortality,statistic,male,0.0205796254366692,AFG,2016,wardak
mortality,numerator,male,7.536395,AFG,2016,wardak
mortality,denominator,male,366.2066165,AFG,2016,wardak
mortality,statistic,female,0.0385991538809067,AFG,2016,wardak
mortality,numerator,female,12.998607,AFG,2016,wardak
mortality,denominator,female,336.7588585,AFG,2016,wardak
mortality,statistic,male,0.0205796254366692,AFG,2016,logar
mortality,numerator,male,7.536395,AFG,2016,logar
mortality,denominator,male,366.2066165,AFG,2016,logar
mortality,statistic,female,0.0385991538809067,AFG,2016,logar
mortality,numerator,female,12.998607,AFG,2016,logar
mortality,denominator,female,336.7588585,AFG,2016,logar
mortality,statistic,male,0.0205796254366692,AFG,2016,takhar
mortality,numerator,male,7.536395,AFG,2016,takhar
mortality,denominator,male,366.2066165,AFG,2016,takhar
mortality,statistic,female,0.0385991538809067,AFG,2016,takhar
mortality,numerator,female,12.998607,AFG,2016,takhar
mortality,denominator,female,336.7588585,AFG,2016,takhar
mortality,statistic,male,0.0205796254366692,AFG,2016,nangarhar
mortality,numerator,male,7.536395,AFG,2016,nangarhar
mortality,denominator,male,366.2066165,AFG,2016,nangarhar
mortality,statistic,female,0.0385991538809067,AFG,2016,nangarhar
mortality,numerator,female,12.998607,AFG,2016,nangarhar
mortality,denominator,female,336.7588585,AFG,2016,nangarhar
mortality,statistic,male,0.0205796254366692,AFG,2016,laghman
mortality,numerator,male,7.536395,AFG,2016,laghman
mortality,denominator,male,366.2066165,AFG,2016,laghman
mortality,statistic,female,0.0385991538809067,AFG,2016,laghman
mortality,numerator,female,12.998607,AFG,2016,laghman
mortality,denominator,female,336.7588585,AFG,2016,laghman
mortality,statistic,male,0.0205796254366692,AFG,2016,balkh
mortality,numerator,male,7.536395,AFG,2016,balkh
mortality,denominator,male,366.2066165,AFG,2016,balkh
mortality,statistic,female,0.0385991538809067,AFG,2016,balkh
mortality,numerator,female,12.998607,AFG,2016,balkh
mortality,denominator,female,336.7588585,AFG,2016,balkh
mortality,statistic,male,0.0205796254366692,AFG,2016,sar-e-pul
mortality,numerator,male,7.536395,AFG,2016,sar-e-pul
mortality,denominator,male,366.2066165,AFG,2016,sar-e-pul
mortality,statistic,female,0.0385991538809067,AFG,2016,sar-e-pul
mortality,numerator,female,12.998607,AFG,2016,sar-e-pul
mortality,denominator,female,336.7588585,AFG,2016,sar-e-pul
mortality,statistic,male,0.0205796254366692,AFG,2016,panjsher
mortality,numerator,male,7.536395,AFG,2016,panjsher
mortality,denominator,male,366.2066165,AFG,2016,panjsher
mortality,statistic,female,0.0385991538809067,AFG,2016,panjsher
mortality,numerator,female,12.998607,AFG,2016,panjsher
mortality,denominator,female,336.7588585,AFG,2016,panjsher
mortality,statistic,male,0.0205796254366692,AFG,2016,baghlan
mortality,numerator,male,7.536395,AFG,2016,baghlan
mortality,denominator,male,366.2066165,AFG,2016,baghlan
mortality,statistic,female,0.0385991538809067,AFG,2016,baghlan
mortality,numerator,female,12.998607,AFG,2016,baghlan
mortality,denominator,female,336.7588585,AFG,2016,baghlan
mortality,statistic,male,0.0205796254366692,AFG,2016,ghor
mortality,numerator,male,7.536395,AFG,2016,ghor
mortality,denominator,male,366.2066165,AFG,2016,ghor
mortality,statistic,female,0.0385991538809067,AFG,2016,ghor
mortality,numerator,female,12.998607,AFG,2016,ghor
mortality,denominator,female,336.7588585,AFG,2016,ghor
mortality,statistic,male,0.0205796254366692,AFG,2016,bamyan
mortality,numerator,male,7.536395,AFG,2016,bamyan
mortality,denominator,male,366.2066165,AFG,2016,bamyan
mortality,statistic,female,0.0385991538809067,AFG,2016,bamyan
mortality,numerator,female,12.998607,AFG,2016,bamyan
mortality,denominator,female,336.7588585,AFG,2016,bamyan
mortality,statistic,male,0.0205796254366692,AFG,2016,ghazni
mortality,numerator,male,7.536395,AFG,2016,ghazni
mortality,denominator,male,366.2066165,AFG,2016,ghazni
mortality,statistic,female,0.0385991538809067,AFG,2016,ghazni
mortality,numerator,female,12.998607,AFG,2016,ghazni
mortality,denominator,female,336.7588585,AFG,2016,ghazni
mortality,statistic,male,0.0205796254366692,AFG,2016,paktika
mortality,numerator,male,7.536395,AFG,2016,paktika
mortality,denominator,male,366.2066165,AFG,2016,paktika
mortality,statistic,female,0.0385991538809067,AFG,2016,paktika
mortality,numerator,female,12.998607,AFG,2016,paktika
mortality,denominator,female,336.7588585,AFG,2016,paktika
mortality,statistic,male,0.0205796254366692,AFG,2016,daykundi
mortality,numerator,male,7.536395,AFG,2016,daykundi
